"local_file","sha256","size","dir","matched_entry_ids","matched_entry_titles","match_method","confidence","recommended_action"
"zaozhi/1-s2.0-S0009250925013971-main.pdf","b9907c679386c6b6287296c806459619ed1f67c134bcd572c248a2c92e7a93e9","9660582","zaozhi","101|144","Optimization of hydrothermal carbonization parameters of sugarcane residues for enhanced hydrochar fuel properties with ammonium adsorption assessment|Optimization of hydrothermal carbonization parameters of sugarcane residues for enhanced hydrochar fuel properties with ammonium adsorption assessment","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0141813025001230-main.pdf","e6de1616570d83e8c9b1a58fec4da4112ab63cac427d62bf38e0deb61663db01","8135523","zaozhi","102|145","Extraction of high-purity lignin from the kraft pulping black liquor by enzyme purification process with alkaline-resistant xylanase and cellulase|Extraction of high-purity lignin from the kraft pulping black liquor by enzyme purification process with alkaline-resistant xylanase and cellulase","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0141813025086374-main.pdf","c4f3b5c47df4b8cd349a0d21fd11be3e20c1a3aa2de0e15e59c959026fe8e50c","9503684","zaozhi","103|146","Evaluation of lignin and cellulose nanoparticles from bacterial-deconstructed sugarcane bagasse for effective quercetin delivery|Evaluation of lignin and cellulose nanoparticles from bacterial-deconstructed sugarcane bagasse for effective quercetin delivery","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0926669025015614-main.pdf","e689b343d5b54d68e3f52568d885e4c848a4e259792240b894a4e1394b65883b","3512104","zaozhi","104|147","Sustainable and efficient valorization of sugarcane bagasse: Integrated conversion of holocellulose into acetone, butanol, and ethanol|Sustainable and efficient valorization of sugarcane bagasse: Integrated conversion of holocellulose into acetone, butanol, and ethanol","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0957582024001381-main.pdf","5a9c9c38bafa37b0b277c1807d636f9506ef99962ee03b9c7f7eb194dc54353d","3346351","zaozhi","105|148","Development and characterization of gelatinized starch doped microcellulose paper from tender coconut ( Cocos nucifera L) husk|Development and characterization of gelatinized starch doped microcellulose paper from tender coconut ( Cocos nucifera L) husk","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0959652625013630-main.pdf","3113b471f3e51066d4a02dbfd3d08abf7074113c58c9dd96e96deb2d6f6e3231","3552333","zaozhi","106|149","Global optimization of multiply enzyme synergic treatment in the pulp and paper industry through machine learning methodology|Global optimization of multiply enzyme synergic treatment in the pulp and paper industry through machine learning methodology","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0961953425002089-main.pdf","6293cadd16086dfe903d5aaa37c4efe66eeda6a5e20d2d9921041ba1fd19ea10","3238441","zaozhi","107|150","Valorization of agave bagasse as a bio-template for circular economy: Applications in energy conversion, metabolite production, and sustainable material synthesis|Valorization of agave bagasse as a bio-template for circular economy: Applications in energy conversion, metabolite production, and sustainable material synthesis","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0961953425005720-main.pdf","42becbd52423664a8b343e5874968a69fc6014cca1093b6a3728817cb7acd9fe","10042230","zaozhi","108|151","Fermentation of sugarcane bagasse for production of value-added phenolic compounds using potential bacterial strains: A comparative analysis|Fermentation of sugarcane bagasse for production of value-added phenolic compounds using potential bacterial strains: A comparative analysis","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0961953425006968-main.pdf","ee7f0b72c118b133c606ffc6f25bc99a80a139c87201b06c9f0277ba407f5b38","2493498","zaozhi","109|152","Integrated assessment of bio-oil catalytic hydrocracking for diesel and gasoline production in the sugarcane industry|Integrated assessment of bio-oil catalytic hydrocracking for diesel and gasoline production in the sugarcane industry","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S0961953425008979-main.pdf","17f6a2b03e3f8cf998a9edb496622d70220d5b594b31770fda913634ded4671e","4065253","zaozhi","110|153","Maximizing wheat straw utilization: An integrated, near-zero-waste sequential biorefining approach|Maximizing wheat straw utilization: An integrated, near-zero-waste sequential biorefining approach","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S1369703X25000646-main.pdf","601f86ef854cf5c0160d29fed33ae3bb56dd386296aefdb0d4f6aad6110410f5","7821075","zaozhi","111|154","Simultaneous enzymatic hydrolysis and bioconversion of deacetylated and disk refined sugarcane bagasse to single-cell protein: An experimental investigation and techno-economic analysis|Simultaneous enzymatic hydrolysis and bioconversion of deacetylated and disk refined sugarcane bagasse to single-cell protein: An experimental investigation and techno-economic analysis","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S1385894725049903-main.pdf","f8584c0aee2eac5600205588ae7acdecf2fc3ae2a61ff50e2677b3c932cdd2b2","13708718","zaozhi","112|155","Exploring exopolysaccharide production from sugarcane bagasse: Mechanisms and processes involving Leuconostoc mesenteroides|Exploring exopolysaccharide production from sugarcane bagasse: Mechanisms and processes involving Leuconostoc mesenteroides","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S2351978919303488-main.pdf","06dc8e262b704e93ab30913540907eb3ef93012539083aa434c8f66df6be3d4e","1217887","zaozhi","113|156","Costing models for capacity optimization in Industry 4.0: Trade-off between used capacity and operational efficiency|Costing models for capacity optimization in Industry 4.0: Trade-off between used capacity and operational efficiency","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S2589014X25002361-main.pdf","9a1294bb262e1d7ae1667c416bf6fe7a94cfbf6e55c4456a8d1fc50cdc245f80","3654329","zaozhi","114|157","Agro-industrial waste valorization through solid-state fermentation by Lentinula edodes for high-protein and β-glucans flour development for human diet: Chemical characterization, drying kinetics evaluation, and bioaccessibility|Agro-industrial waste valorization through solid-state fermentation by Lentinula edodes for high-protein and β-glucans flour development for human diet: Chemical characterization, drying kinetics evaluation, and bioaccessibility","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S2589014X25003044-main.pdf","236f12850c3f4970beb6c07ec7e2c8626601dfce7c4acf5657d1b6ca4b2013b3","4939637","zaozhi","115|158","Techno-economic evaluation of multiple product scenarios from pineapple leaf waste in integrated biorefinery|Techno-economic evaluation of multiple product scenarios from pineapple leaf waste in integrated biorefinery","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S2590123025012368-main.pdf","c7a9c909641d6fa2cefdc3cbae072d96dae927e7cf072f0437eab7423893fc50","4788947","zaozhi","116|159","Sustainable lactic acid production: Optimization yield from sugarcane and beet molasses through fermentation|Sustainable lactic acid production: Optimization yield from sugarcane and beet molasses through fermentation","metadata_in_db","0.9","migrate_and_link"
"zaozhi/1-s2.0-S266615432300056X-main.pdf","27bed670d838f43bcecdb2dfe0b9c57a838bc13e097e09a5077aa4080c200c0b","2737558","zaozhi","117|160","Advances in safe processing of sugarcane and bagasse for the generation of biofuels and bioactive compounds|Advances in safe processing of sugarcane and bagasse for the generation of biofuels and bioactive compounds","metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台.docx","391804c4beaeb223bcc58c058c11a020059ceff6a6344f76a219dba74d26fc56","2441581","zaozhi","118|161|119|162","2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台|2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台|2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台|2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台","exact_title|fuzzy_title","0.9","migrate_and_link"
"zaozhi/2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台.docx","67d9d876bcdb19ccd2829233bbd8d2018594022e8d82da8b5a83913cd6925d31","30957","zaozhi","119|162|118|161","2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台|2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台|2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台|2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台","exact_title|fuzzy_title","0.9","migrate_and_link"
"zaozhi/2025-Transparent wood.pdf","b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7","1802377","zaozhi","328|120|163","Transparent Wood Fabrication and Applications: A Review|Transparent Wood Fabrication and Applications: A Review|Transparent Wood Fabrication and Applications: A Review","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025-enzyme-food.pdf","a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398","1188613","zaozhi","368|121|164","Enzyme Technology in the Food Industry: Molecular Mechanisms, Applications, and Sustainable Innovations|Enzyme Technology in the Food Industry: Molecular Mechanisms, Applications, and Sustainable Innovations|Enzyme Technology in the Food Industry: Molecular Mechanisms, Applications, and Sustainable Innovations","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025-ligini.pdf","e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed","11172947","zaozhi","325|122|165","From black to green - A critical review of thermochemical valorization of black liquor|From black to green - A critical review of thermochemical valorization of black liquor|From black to green - A critical review of thermochemical valorization of black liquor","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025-lignin-oiland water separate.pdf","b2658810f18e7f72781e178c476c1d8a4c62b4bb7a9f8e43edf9150bd665752c","5582740","zaozhi","326|123|166","A mini-review on lignin isolation and modification based on sorbent materials with porous nature as demulsifier for oil/water separations|A mini-review on lignin isolation and modification based on sorbent materials with porous nature as demulsifier for oil/water separations|A mini-review on lignin isolation and modification based on sorbent materials with porous nature as demulsifier for oil/water separations","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025-lignin2.pdf","3afa61e17a71a9773eb2845e43f777ece7f29a2f9a304921c5087563268f110b","1886483","zaozhi","327|124|167","Recent advances in generation of bioproducts from lignin: a comprehensive review|Recent advances in generation of bioproducts from lignin: a comprehensive review|Recent advances in generation of bioproducts from lignin: a comprehensive review","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025.07.21.665674v1.full.pdf","f49950c6e59f20b2bc3f11baf1ddace64f96071e0a10da06daba6a2b1dbe7efb","8529868","zaozhi","125|168","AlphaGEM Enables Precise Genome-Scale Metabolic Modelling by Integrating Protein Structure Alignment with deep-learning-based Dark Metabolism Mining|AlphaGEM Enables Precise Genome-Scale Metabolic Modelling by Integrating Protein Structure Alignment with deep-learning-based Dark Metabolism Mining","metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025_ Orange peel composition-mono.pdf","5e8b88486056d9b9e346c4d19af24b754a63f32994baf644259ca6d75bd862b8","3855751","zaozhi","332|126|127|169|170","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述|橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述|橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述|橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述|橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025_ Orange peel composition.pdf","0c46ed980d574d19a40548039b7843010ddc07c19c405220feb8204c1089e7db","3913329","zaozhi","332|127|170","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述|橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述|橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025_Chimeric enzymes.pdf","e1334ff995a8f02a58c0d9005228b7c0c34b830c59199889930a2123976e70f4","4841159","zaozhi","333|128|171|241","Chimeric enzymes in the pulp and paper making industry: Current developments|Chimeric enzymes in the pulp and paper making industry: Current developments|Chimeric enzymes in the pulp and paper making industry: Current developments|Chimeric enzymes in the pulp and paper making industry: Current developments","source_file_variant|metadata_in_db|pdf_title","0.9","migrate_and_link"
"zaozhi/2025_Decarbonization pathways.pdf","f66ae4ea33b529ce965a6ff0a41c27959323a2ab7972bae3355d6d8cbd0f0567","8665739","zaozhi","369|129|172","Decarbonization pathways for the pulp and paper industry: A comprehensive review|Decarbonization pathways for the pulp and paper industry: A comprehensive review|Decarbonization pathways for the pulp and paper industry: A comprehensive review","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025_food pakageing.pdf","4779eb86cbcbc58fe3f46dd6a21b8f8b43604e446225a4e1fca1382a74f685d0","854654","zaozhi","319|370","Advances in Nanocellulose-Based Composites for Sustainable Food Packaging|Advances in Nanocellulose-Based Composites for Sustainable Food Packaging","source_summary|source_file_variant","0.9","migrate_and_link_reuse_object"
"zaozhi/2025_geotechnical.pdf","7d37b78c876f6610c99fbff1b2b93c382e3df85a192abca4a8c182488eeb7cea","993642","zaozhi","320|371","Impact of Nano-Silica, Cationic Polyacrylamide, and Cationic Starch on Long Fiber Utilization in Recycled Paper Production|Impact of Nano-Silica, Cationic Polyacrylamide, and Cationic Starch on Long Fiber Utilization in Recycled Paper Production","source_summary|source_file_variant","0.9","migrate_and_link_reuse_object"
"zaozhi/2025_lignocellulosic biomass.pdf","f6fe08e4c12181b135cba729a6ab8a923782e96844d8d6c1e473f535b0dafcec","5128570","zaozhi","372|130|173","Preparation and applications of nanoparticles from lignocellulosic biomass: A review|Preparation and applications of nanoparticles from lignocellulosic biomass: A review|Preparation and applications of nanoparticles from lignocellulosic biomass: A review","source_file_variant|metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025_microalgae biodiesel.pdf","7d85e48ee6dfa0dd0600b8395f3ff4dd5f51f67deb8864a78400036fed3f0549","8828918","zaozhi","131|174","Impact of oxyhydrogen-enriched, nano-doped microalgae biodiesel on diesel engine performance, emissions, and thermo-exergetic sustainability|Impact of oxyhydrogen-enriched, nano-doped microalgae biodiesel on diesel engine performance, emissions, and thermo-exergetic sustainability","metadata_in_db","0.9","migrate_and_link"
"zaozhi/2025_waste.pdf","02a3c68225f0955ab27007a920041e73de8626d05b3efd1522e9e0d2d53c7c80","1017249","zaozhi","132|175","Use of industrial pulp and paper waste as agricultural inputs: A systematic literature review|Use of industrial pulp and paper waste as agricultural inputs: A systematic literature review","metadata_in_db","0.9","migrate_and_link"
"zaozhi/2026_Decarbonization pathways.pdf","8c1be8232f6918fa10344b5a9cc1afdc957f152a2f3c596a40e81baa5979e082","693982","zaozhi","321","Green Synthesis of Zinc Oxide Nanoparticles using Brown Algae on Oil Palm Empty Fruit Bunch Pulp and Paper Substrates: Effect of pH 6 to 8","source_summary","0.9","migrate_and_link_reuse_object"
"zaozhi/BC.pdf","1b0b8865d0fb5ff652d81ca9430d664febcd0d81ae69ac5335d9055ce1d4bf1e","1031064","zaozhi","133|176","高效低能耗发酵生产细菌纤维素技术|高效低能耗发酵生产细菌纤维素技术","metadata_in_db","0.9","migrate_and_link"
"zaozhi/CN201410834523.6_一种2,5-呋喃二甲酸的制备方法.pdf","1dfad895eb663c6ebe5f2c15ea4e12c7b560645d4e960866514ae87907c9869e","1080667","zaozhi","134|177|136|179|190|355|135|142|178|185|187|188|191|193|205|206|207|209|210|213|215|351|353","CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN201710768965.9_一种正癸酸的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用|CN202510726786.3_一种呋喃二甲酸的合成方法|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|CN201710768995.X_一种1,10-癸二酸的制备方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法.pdf","d431b772e3d402d8b3aa22c10e0160a0610f26c2a222a67e1ce79851f5892708","1173283","zaozhi","135|178|134|136|177|179|190|205|207|212|213|351|355","CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法|CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法|CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201410834559.4_一种2,5-呋喃二甲醛的制备方法.pdf","286d33129ceca7a325c7f085d8afca9f48189b60f373ea2613c070a20446c434","1038815","zaozhi","136|179|134|177|190|135|142|178|185|187|191|205|206|207|209|210|212|213|215|351|353|355","CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201611116066.2_一种γ‑己内酯的制备方法|CN201710389333.1_一种噻唑‑4‑甲酸的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202210493713.0_一种高纯度5-羟甲基糠醛的制备方法|CN202210877671.0_一种无金属催化果糖一锅法制备呋喃二甲酸的方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202410337429.3_催化5-羟甲基糠醛合成2,5-二羟甲基四氢呋喃的方法|CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用|CN202510726786.3_一种呋喃二甲酸的合成方法|CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|CN201710768995.X_一种1,10-癸二酸的制备方法|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法.pdf","81d43173cca4f954d071cb62211556125846ae0613fd1d5e6e3c4b058b8d817c","1442755","zaozhi","137|180|142|185|205|209|210","CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法.pdf","2519980b26d49d078bb5baf9cb8c2c4930ab2bbf936b5059f190f88d6400ac34","396304","zaozhi","138|181|141|184|139|182","CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法|CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法|CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法|CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法","exact_title|fuzzy_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法.pdf","a7167e79ee90e8c3e86ead9d89418a2f200b80f47a0e969c8d4adc7be2e7e0c0","992860","zaozhi","351|134|135|136|142|177|178|179|185|190|205|209|210|213|355","CN201610046821.8_一种选择性制备1-羟基-2,5-己二酮及2,5-呋喃二甲醇的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201410834523.6_一种2,5-呋喃二甲酸的制备方法|CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法|CN201410834559.4_一种2,5-呋喃二甲醛的制备方法|CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法|CN201710079914.5_一种2,5‑呋喃二甲醛的制备方法|CN202210424424.5_一种由5-羟甲基糠醛制备2,5-呋喃二甲酸的生产方法|CN202211414220.X_一种5-羟甲基糠醛的制备方法|CN202311420375.9_一种5-羟甲基糠醛的制备方法|CN202410455919.3_一种2,5-呋喃二甲酸颗粒及其制备方法和应用|PCTCN2025079285_一种呋喃二甲酸的制备方法及装置","exact_title|fuzzy_title_low","0.9","migrate_and_link_reuse_object"
"zaozhi/CN201610101663.1_一种奈妥吡坦中间体的合成方法.pdf","3d4dd2f4a02f441b37286c903e1e1692ef7ea9b8267af1f3da72809d7c63a360","552064","zaozhi","139|182|138|140|141|181|183|184|202|203","CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法|CN201610101681.X_一种药物中间体的合成方法|CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法|CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法|CN201610101681.X_一种药物中间体的合成方法|CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法|CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法|CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
"zaozhi/CN201610101681.X_一种药物中间体的合成方法.pdf","7b0c132bb5fba298462de7251d6ef7af57e729a4f9b7f747738b392032f3458d","548774","zaozhi","140|183|139|182|202|203","CN201610101681.X_一种药物中间体的合成方法|CN201610101681.X_一种药物中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN201610101663.1_一种奈妥吡坦中间体的合成方法|CN202111026582.7_一种酪氨酸激酶抑制剂关键中间体的合成方法|CN202111368937.0_一种吡咯吡啶激酶抑制剂关键中间体的合成方法","exact_title|fuzzy_title_low","0.9","migrate_and_link"
