absolute_path,relative_path,filename,extension,size_bytes,sha256,mime_type,entry_id,confidence,match_method,object_key,is_temp,duplicate_of,category
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\tmp\docling_buf_1783913085966\2605.12061v1_1783913085967.pdf","tmp/docling_buf_1783913085966/2605.12061v1_1783913085967.pdf","2605.12061v1_1783913085967.pdf",".pdf",9957181,0ec23e5a2e799ab672c79a9a21404ce5cdf615f9524ea62844edb2353e17fecc,application/pdf,,,"",documents/0ec23e5a2e799ab672c79a9a21404ce5cdf615f9524ea62844edb2353e17fecc.pdf,1,"tmp/docling_buf_1783652655801/2605.12061v1_1783652655801.pdf",TEMP
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\tmp\test.pdf","tmp/test.pdf","test.pdf",".pdf",524,4fea3102dc0d805e47ee16362cf9644fc973b212c89618fdf54f9ff0c8e1c4a3,application/pdf,,,"",documents/4fea3102dc0d805e47ee16362cf9644fc973b212c89618fdf54f9ff0c8e1c4a3.pdf,1,,TEMP
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\uploads\MOF-VOCs市场深度评估报告.pdf","uploads/MOF-VOCs市场深度评估报告.pdf","MOF-VOCs市场深度评估报告.pdf",".pdf",62701028,a56b8b6366f28f178dadba0e91562271a41a4383bf0893e26a41eef0aa91eed5,application/pdf,,,"",documents/a56b8b6366f28f178dadba0e91562271a41a4383bf0893e26a41eef0aa91eed5.pdf,1,"reports/MOF-VOCs市场深度评估报告.pdf",TEMP
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0009250925013971-main.pdf","zaozhi/1-s2.0-S0009250925013971-main.pdf","1-s2.0-S0009250925013971-main.pdf",".pdf",9660582,b9907c679386c6b6287296c806459619ed1f67c134bcd572c248a2c92e7a93e9,application/pdf,101,0.85,"metadata_in_db",documents/b9907c679386c6b6287296c806459619ed1f67c134bcd572c248a2c92e7a93e9.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0009250925013971-main.pdf","zaozhi/1-s2.0-S0009250925013971-main.pdf","1-s2.0-S0009250925013971-main.pdf",".pdf",9660582,b9907c679386c6b6287296c806459619ed1f67c134bcd572c248a2c92e7a93e9,application/pdf,144,0.85,"metadata_in_db",documents/b9907c679386c6b6287296c806459619ed1f67c134bcd572c248a2c92e7a93e9.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0141813025001230-main.pdf","zaozhi/1-s2.0-S0141813025001230-main.pdf","1-s2.0-S0141813025001230-main.pdf",".pdf",8135523,e6de1616570d83e8c9b1a58fec4da4112ab63cac427d62bf38e0deb61663db01,application/pdf,102,0.85,"metadata_in_db",documents/e6de1616570d83e8c9b1a58fec4da4112ab63cac427d62bf38e0deb61663db01.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0141813025001230-main.pdf","zaozhi/1-s2.0-S0141813025001230-main.pdf","1-s2.0-S0141813025001230-main.pdf",".pdf",8135523,e6de1616570d83e8c9b1a58fec4da4112ab63cac427d62bf38e0deb61663db01,application/pdf,145,0.85,"metadata_in_db",documents/e6de1616570d83e8c9b1a58fec4da4112ab63cac427d62bf38e0deb61663db01.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0141813025086374-main.pdf","zaozhi/1-s2.0-S0141813025086374-main.pdf","1-s2.0-S0141813025086374-main.pdf",".pdf",9503684,c4f3b5c47df4b8cd349a0d21fd11be3e20c1a3aa2de0e15e59c959026fe8e50c,application/pdf,103,0.85,"metadata_in_db",documents/c4f3b5c47df4b8cd349a0d21fd11be3e20c1a3aa2de0e15e59c959026fe8e50c.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0141813025086374-main.pdf","zaozhi/1-s2.0-S0141813025086374-main.pdf","1-s2.0-S0141813025086374-main.pdf",".pdf",9503684,c4f3b5c47df4b8cd349a0d21fd11be3e20c1a3aa2de0e15e59c959026fe8e50c,application/pdf,146,0.85,"metadata_in_db",documents/c4f3b5c47df4b8cd349a0d21fd11be3e20c1a3aa2de0e15e59c959026fe8e50c.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0926669025015614-main.pdf","zaozhi/1-s2.0-S0926669025015614-main.pdf","1-s2.0-S0926669025015614-main.pdf",".pdf",3512104,e689b343d5b54d68e3f52568d885e4c848a4e259792240b894a4e1394b65883b,application/pdf,104,0.85,"metadata_in_db",documents/e689b343d5b54d68e3f52568d885e4c848a4e259792240b894a4e1394b65883b.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0926669025015614-main.pdf","zaozhi/1-s2.0-S0926669025015614-main.pdf","1-s2.0-S0926669025015614-main.pdf",".pdf",3512104,e689b343d5b54d68e3f52568d885e4c848a4e259792240b894a4e1394b65883b,application/pdf,147,0.85,"metadata_in_db",documents/e689b343d5b54d68e3f52568d885e4c848a4e259792240b894a4e1394b65883b.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0957582024001381-main.pdf","zaozhi/1-s2.0-S0957582024001381-main.pdf","1-s2.0-S0957582024001381-main.pdf",".pdf",3346351,5a9c9c38bafa37b0b277c1807d636f9506ef99962ee03b9c7f7eb194dc54353d,application/pdf,105,0.85,"metadata_in_db",documents/5a9c9c38bafa37b0b277c1807d636f9506ef99962ee03b9c7f7eb194dc54353d.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0957582024001381-main.pdf","zaozhi/1-s2.0-S0957582024001381-main.pdf","1-s2.0-S0957582024001381-main.pdf",".pdf",3346351,5a9c9c38bafa37b0b277c1807d636f9506ef99962ee03b9c7f7eb194dc54353d,application/pdf,148,0.85,"metadata_in_db",documents/5a9c9c38bafa37b0b277c1807d636f9506ef99962ee03b9c7f7eb194dc54353d.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0959652625013630-main.pdf","zaozhi/1-s2.0-S0959652625013630-main.pdf","1-s2.0-S0959652625013630-main.pdf",".pdf",3552333,3113b471f3e51066d4a02dbfd3d08abf7074113c58c9dd96e96deb2d6f6e3231,application/pdf,106,0.85,"metadata_in_db",documents/3113b471f3e51066d4a02dbfd3d08abf7074113c58c9dd96e96deb2d6f6e3231.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0959652625013630-main.pdf","zaozhi/1-s2.0-S0959652625013630-main.pdf","1-s2.0-S0959652625013630-main.pdf",".pdf",3552333,3113b471f3e51066d4a02dbfd3d08abf7074113c58c9dd96e96deb2d6f6e3231,application/pdf,149,0.85,"metadata_in_db",documents/3113b471f3e51066d4a02dbfd3d08abf7074113c58c9dd96e96deb2d6f6e3231.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425002089-main.pdf","zaozhi/1-s2.0-S0961953425002089-main.pdf","1-s2.0-S0961953425002089-main.pdf",".pdf",3238441,6293cadd16086dfe903d5aaa37c4efe66eeda6a5e20d2d9921041ba1fd19ea10,application/pdf,107,0.85,"metadata_in_db",documents/6293cadd16086dfe903d5aaa37c4efe66eeda6a5e20d2d9921041ba1fd19ea10.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425002089-main.pdf","zaozhi/1-s2.0-S0961953425002089-main.pdf","1-s2.0-S0961953425002089-main.pdf",".pdf",3238441,6293cadd16086dfe903d5aaa37c4efe66eeda6a5e20d2d9921041ba1fd19ea10,application/pdf,150,0.85,"metadata_in_db",documents/6293cadd16086dfe903d5aaa37c4efe66eeda6a5e20d2d9921041ba1fd19ea10.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425005720-main.pdf","zaozhi/1-s2.0-S0961953425005720-main.pdf","1-s2.0-S0961953425005720-main.pdf",".pdf",10042230,42becbd52423664a8b343e5874968a69fc6014cca1093b6a3728817cb7acd9fe,application/pdf,108,0.85,"metadata_in_db",documents/42becbd52423664a8b343e5874968a69fc6014cca1093b6a3728817cb7acd9fe.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425005720-main.pdf","zaozhi/1-s2.0-S0961953425005720-main.pdf","1-s2.0-S0961953425005720-main.pdf",".pdf",10042230,42becbd52423664a8b343e5874968a69fc6014cca1093b6a3728817cb7acd9fe,application/pdf,151,0.85,"metadata_in_db",documents/42becbd52423664a8b343e5874968a69fc6014cca1093b6a3728817cb7acd9fe.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425006968-main.pdf","zaozhi/1-s2.0-S0961953425006968-main.pdf","1-s2.0-S0961953425006968-main.pdf",".pdf",2493498,ee7f0b72c118b133c606ffc6f25bc99a80a139c87201b06c9f0277ba407f5b38,application/pdf,109,0.85,"metadata_in_db",documents/ee7f0b72c118b133c606ffc6f25bc99a80a139c87201b06c9f0277ba407f5b38.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425006968-main.pdf","zaozhi/1-s2.0-S0961953425006968-main.pdf","1-s2.0-S0961953425006968-main.pdf",".pdf",2493498,ee7f0b72c118b133c606ffc6f25bc99a80a139c87201b06c9f0277ba407f5b38,application/pdf,152,0.85,"metadata_in_db",documents/ee7f0b72c118b133c606ffc6f25bc99a80a139c87201b06c9f0277ba407f5b38.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425008979-main.pdf","zaozhi/1-s2.0-S0961953425008979-main.pdf","1-s2.0-S0961953425008979-main.pdf",".pdf",4065253,17f6a2b03e3f8cf998a9edb496622d70220d5b594b31770fda913634ded4671e,application/pdf,110,0.85,"metadata_in_db",documents/17f6a2b03e3f8cf998a9edb496622d70220d5b594b31770fda913634ded4671e.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S0961953425008979-main.pdf","zaozhi/1-s2.0-S0961953425008979-main.pdf","1-s2.0-S0961953425008979-main.pdf",".pdf",4065253,17f6a2b03e3f8cf998a9edb496622d70220d5b594b31770fda913634ded4671e,application/pdf,153,0.85,"metadata_in_db",documents/17f6a2b03e3f8cf998a9edb496622d70220d5b594b31770fda913634ded4671e.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S1369703X25000646-main.pdf","zaozhi/1-s2.0-S1369703X25000646-main.pdf","1-s2.0-S1369703X25000646-main.pdf",".pdf",7821075,601f86ef854cf5c0160d29fed33ae3bb56dd386296aefdb0d4f6aad6110410f5,application/pdf,111,0.85,"metadata_in_db",documents/601f86ef854cf5c0160d29fed33ae3bb56dd386296aefdb0d4f6aad6110410f5.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S1369703X25000646-main.pdf","zaozhi/1-s2.0-S1369703X25000646-main.pdf","1-s2.0-S1369703X25000646-main.pdf",".pdf",7821075,601f86ef854cf5c0160d29fed33ae3bb56dd386296aefdb0d4f6aad6110410f5,application/pdf,154,0.85,"metadata_in_db",documents/601f86ef854cf5c0160d29fed33ae3bb56dd386296aefdb0d4f6aad6110410f5.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S1385894725049903-main.pdf","zaozhi/1-s2.0-S1385894725049903-main.pdf","1-s2.0-S1385894725049903-main.pdf",".pdf",13708718,f8584c0aee2eac5600205588ae7acdecf2fc3ae2a61ff50e2677b3c932cdd2b2,application/pdf,112,0.85,"metadata_in_db",documents/f8584c0aee2eac5600205588ae7acdecf2fc3ae2a61ff50e2677b3c932cdd2b2.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S1385894725049903-main.pdf","zaozhi/1-s2.0-S1385894725049903-main.pdf","1-s2.0-S1385894725049903-main.pdf",".pdf",13708718,f8584c0aee2eac5600205588ae7acdecf2fc3ae2a61ff50e2677b3c932cdd2b2,application/pdf,155,0.85,"metadata_in_db",documents/f8584c0aee2eac5600205588ae7acdecf2fc3ae2a61ff50e2677b3c932cdd2b2.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2351978919303488-main.pdf","zaozhi/1-s2.0-S2351978919303488-main.pdf","1-s2.0-S2351978919303488-main.pdf",".pdf",1217887,06dc8e262b704e93ab30913540907eb3ef93012539083aa434c8f66df6be3d4e,application/pdf,113,0.85,"metadata_in_db",documents/06dc8e262b704e93ab30913540907eb3ef93012539083aa434c8f66df6be3d4e.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2351978919303488-main.pdf","zaozhi/1-s2.0-S2351978919303488-main.pdf","1-s2.0-S2351978919303488-main.pdf",".pdf",1217887,06dc8e262b704e93ab30913540907eb3ef93012539083aa434c8f66df6be3d4e,application/pdf,156,0.85,"metadata_in_db",documents/06dc8e262b704e93ab30913540907eb3ef93012539083aa434c8f66df6be3d4e.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2589014X25002361-main.pdf","zaozhi/1-s2.0-S2589014X25002361-main.pdf","1-s2.0-S2589014X25002361-main.pdf",".pdf",3654329,9a1294bb262e1d7ae1667c416bf6fe7a94cfbf6e55c4456a8d1fc50cdc245f80,application/pdf,114,0.85,"metadata_in_db",documents/9a1294bb262e1d7ae1667c416bf6fe7a94cfbf6e55c4456a8d1fc50cdc245f80.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2589014X25002361-main.pdf","zaozhi/1-s2.0-S2589014X25002361-main.pdf","1-s2.0-S2589014X25002361-main.pdf",".pdf",3654329,9a1294bb262e1d7ae1667c416bf6fe7a94cfbf6e55c4456a8d1fc50cdc245f80,application/pdf,157,0.85,"metadata_in_db",documents/9a1294bb262e1d7ae1667c416bf6fe7a94cfbf6e55c4456a8d1fc50cdc245f80.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2589014X25003044-main.pdf","zaozhi/1-s2.0-S2589014X25003044-main.pdf","1-s2.0-S2589014X25003044-main.pdf",".pdf",4939637,236f12850c3f4970beb6c07ec7e2c8626601dfce7c4acf5657d1b6ca4b2013b3,application/pdf,115,0.85,"metadata_in_db",documents/236f12850c3f4970beb6c07ec7e2c8626601dfce7c4acf5657d1b6ca4b2013b3.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2589014X25003044-main.pdf","zaozhi/1-s2.0-S2589014X25003044-main.pdf","1-s2.0-S2589014X25003044-main.pdf",".pdf",4939637,236f12850c3f4970beb6c07ec7e2c8626601dfce7c4acf5657d1b6ca4b2013b3,application/pdf,158,0.85,"metadata_in_db",documents/236f12850c3f4970beb6c07ec7e2c8626601dfce7c4acf5657d1b6ca4b2013b3.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2590123025012368-main.pdf","zaozhi/1-s2.0-S2590123025012368-main.pdf","1-s2.0-S2590123025012368-main.pdf",".pdf",4788947,c7a9c909641d6fa2cefdc3cbae072d96dae927e7cf072f0437eab7423893fc50,application/pdf,116,0.85,"metadata_in_db",documents/c7a9c909641d6fa2cefdc3cbae072d96dae927e7cf072f0437eab7423893fc50.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S2590123025012368-main.pdf","zaozhi/1-s2.0-S2590123025012368-main.pdf","1-s2.0-S2590123025012368-main.pdf",".pdf",4788947,c7a9c909641d6fa2cefdc3cbae072d96dae927e7cf072f0437eab7423893fc50,application/pdf,159,0.85,"metadata_in_db",documents/c7a9c909641d6fa2cefdc3cbae072d96dae927e7cf072f0437eab7423893fc50.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S266615432300056X-main.pdf","zaozhi/1-s2.0-S266615432300056X-main.pdf","1-s2.0-S266615432300056X-main.pdf",".pdf",2737558,27bed670d838f43bcecdb2dfe0b9c57a838bc13e097e09a5077aa4080c200c0b,application/pdf,117,0.85,"metadata_in_db",documents/27bed670d838f43bcecdb2dfe0b9c57a838bc13e097e09a5077aa4080c200c0b.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\1-s2.0-S266615432300056X-main.pdf","zaozhi/1-s2.0-S266615432300056X-main.pdf","1-s2.0-S266615432300056X-main.pdf",".pdf",2737558,27bed670d838f43bcecdb2dfe0b9c57a838bc13e097e09a5077aa4080c200c0b,application/pdf,160,0.85,"metadata_in_db",documents/27bed670d838f43bcecdb2dfe0b9c57a838bc13e097e09a5077aa4080c200c0b.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-Transparent wood.pdf","zaozhi/2025-Transparent wood.pdf","2025-Transparent wood.pdf",".pdf",1802377,b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7,application/pdf,120,0.85,"metadata_in_db",documents/b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-Transparent wood.pdf","zaozhi/2025-Transparent wood.pdf","2025-Transparent wood.pdf",".pdf",1802377,b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7,application/pdf,163,0.85,"metadata_in_db",documents/b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-Transparent wood.pdf","zaozhi/2025-Transparent wood.pdf","2025-Transparent wood.pdf",".pdf",1802377,b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7,application/pdf,328,0.85,"source_file_variant",documents/b46ee9646529da6e842de1293870cba7aaf87e57d655a477ba0790c31a6ccff7.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-enzyme-food.pdf","zaozhi/2025-enzyme-food.pdf","2025-enzyme-food.pdf",".pdf",1188613,a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398,application/pdf,121,0.85,"metadata_in_db",documents/a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-enzyme-food.pdf","zaozhi/2025-enzyme-food.pdf","2025-enzyme-food.pdf",".pdf",1188613,a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398,application/pdf,164,0.85,"metadata_in_db",documents/a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-enzyme-food.pdf","zaozhi/2025-enzyme-food.pdf","2025-enzyme-food.pdf",".pdf",1188613,a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398,application/pdf,368,0.85,"source_file_variant",documents/a8135a268a5ac6926aa506a61c7e2aeffdd4fafe33c3284bde6c433fe204b398.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-ligini.pdf","zaozhi/2025-ligini.pdf","2025-ligini.pdf",".pdf",11172947,e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed,application/pdf,122,0.85,"metadata_in_db",documents/e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-ligini.pdf","zaozhi/2025-ligini.pdf","2025-ligini.pdf",".pdf",11172947,e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed,application/pdf,165,0.85,"metadata_in_db",documents/e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-ligini.pdf","zaozhi/2025-ligini.pdf","2025-ligini.pdf",".pdf",11172947,e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed,application/pdf,325,0.85,"source_file_variant",documents/e714df1077642bb45cd7b5857d144775073b7b2e6ea1a60e1bbd07499ebebeed.pdf,0,,AUTO
"C:\Users\CAIHUI\MicroEra-Wiki-MVP-new\backend\data\zaozhi\2025-lignin-oiland water separate.pdf","zaozhi/2025-lignin-oiland water separate.pdf","2025-lignin-oiland water separate.pdf",".pdf",5582740,b2658810f18e7f72781e178c476c1d8a4c62b4bb7a9f8e43edf9150bd665752c,application/pdf,123,0.85,"metadata_in_db",documents/b2658810f18e7f72781e178c476c1d8a4c62b4bb7a9f8e43edf9150bd665752c.pdf,0,,AUTO
