"entry_id","entry_title","entry_type","source","source_type","source_file","file_count_confirmed","file_count_all","match_method","confidence"
"122","From black to green - A critical review of thermochemical valorization of black liquor","academic_paper","local_file","pdf","zaozhi/2025-ligini.pdf","2","2","metadata_in_db","0.9"
"123","A mini-review on lignin isolation and modification based on sorbent materials with porous nature as demulsifier for oil/water separations","academic_paper","local_file","pdf","zaozhi/2025-lignin-oiland water separate.pdf","2","2","metadata_in_db","0.9"
"124","Recent advances in generation of bioproducts from lignin: a comprehensive review","academic_paper","local_file","pdf","zaozhi/2025-lignin2.pdf","2","2","metadata_in_db","0.9"
"125","AlphaGEM Enables Precise Genome-Scale Metabolic Modelling by Integrating Protein Structure Alignment with deep-learning-based Dark Metabolism Mining","academic_paper","local_file","pdf","zaozhi/2025.07.21.665674v1.full.pdf","1","1","metadata_in_db","0.9"
"126","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","academic_paper","local_file","pdf","zaozhi/2025_ Orange peel composition-mono.pdf","1","1","metadata_in_db","0.9"
"127","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","academic_paper","local_file","pdf","zaozhi/2025_ Orange peel composition-mono.pdf","3","3","metadata_in_db","0.9"
"128","Chimeric enzymes in the pulp and paper making industry: Current developments","academic_paper","local_file","pdf","zaozhi/2025_Chimeric enzymes.pdf","3","3","metadata_in_db|pdf_title","0.9"
"129","Decarbonization pathways for the pulp and paper industry: A comprehensive review","academic_paper","local_file","pdf","zaozhi/2025_Decarbonization pathways.pdf","2","2","metadata_in_db","0.9"
"130","Preparation and applications of nanoparticles from lignocellulosic biomass: A review","academic_paper","local_file","pdf","zaozhi/2025_lignocellulosic biomass.pdf","2","2","metadata_in_db","0.9"
"131","Impact of oxyhydrogen-enriched, nano-doped microalgae biodiesel on diesel engine performance, emissions, and thermo-exergetic sustainability","academic_paper","local_file","pdf","zaozhi/2025_microalgae biodiesel.pdf","2","2","metadata_in_db","0.9"
"132","Use of industrial pulp and paper waste as agricultural inputs: A systematic literature review","academic_paper","local_file","pdf","zaozhi/2025_waste.pdf","2","2","metadata_in_db","0.9"
"133","高效低能耗发酵生产细菌纤维素技术","academic_paper","local_file","pdf","zaozhi/BC.pdf","1","1","metadata_in_db","0.9"
"134","CN201410834523.6_一种2,5-呋喃二甲酸的制备方法","patent","local_file","pdf","zaozhi/CN201410834523.6_一种2,5-呋喃二甲酸的制备方法.pdf","1","22","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"135","CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法","patent","local_file","pdf","zaozhi/CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法.pdf","1","12","exact_title|fuzzy_title_low","0.9"
"136","CN201410834559.4_一种2,5-呋喃二甲醛的制备方法","patent","local_file","pdf","zaozhi/CN201410834559.4_一种2,5-呋喃二甲醛的制备方法.pdf","1","21","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"137","CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法","patent","local_file","pdf","zaozhi/CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法.pdf","1","5","exact_title|fuzzy_title_low","0.9"
"138","CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法","patent","local_file","pdf","zaozhi/CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法.pdf","1","3","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"139","CN201610101663.1_一种奈妥吡坦中间体的合成方法","patent","local_file","pdf","zaozhi/CN201610101663.1_一种奈妥吡坦中间体的合成方法.pdf","1","6","exact_title|fuzzy_title_low","0.9"
"140","CN201610101681.X_一种药物中间体的合成方法","patent","local_file","pdf","zaozhi/CN201610101681.X_一种药物中间体的合成方法.pdf","1","4","exact_title|fuzzy_title_low","0.9"
"141","CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法","patent","local_file","pdf","zaozhi/CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法.pdf","1","3","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"142","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法","patent","local_file","pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","1","17","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"143","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法","patent","local_file","pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","1","7","exact_title|fuzzy_title_low","0.9"
"144","Optimization of hydrothermal carbonization parameters of sugarcane residues for enhanced hydrochar fuel properties with ammonium adsorption assessment","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0009250925013971-main.pdf","2","2","metadata_in_db","0.9"
"145","Extraction of high-purity lignin from the kraft pulping black liquor by enzyme purification process with alkaline-resistant xylanase and cellulase","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0141813025001230-main.pdf","1","1","metadata_in_db","0.9"
"146","Evaluation of lignin and cellulose nanoparticles from bacterial-deconstructed sugarcane bagasse for effective quercetin delivery","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0141813025086374-main.pdf","2","2","metadata_in_db","0.9"
"147","Sustainable and efficient valorization of sugarcane bagasse: Integrated conversion of holocellulose into acetone, butanol, and ethanol","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0926669025015614-main.pdf","2","2","metadata_in_db","0.9"
"148","Development and characterization of gelatinized starch doped microcellulose paper from tender coconut ( Cocos nucifera L) husk","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0957582024001381-main.pdf","1","1","metadata_in_db","0.9"
"149","Global optimization of multiply enzyme synergic treatment in the pulp and paper industry through machine learning methodology","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0959652625013630-main.pdf","1","1","metadata_in_db","0.9"
"150","Valorization of agave bagasse as a bio-template for circular economy: Applications in energy conversion, metabolite production, and sustainable material synthesis","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0961953425002089-main.pdf","2","2","metadata_in_db","0.9"
"151","Fermentation of sugarcane bagasse for production of value-added phenolic compounds using potential bacterial strains: A comparative analysis","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0961953425005720-main.pdf","2","2","metadata_in_db","0.9"
"152","Integrated assessment of bio-oil catalytic hydrocracking for diesel and gasoline production in the sugarcane industry","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0961953425006968-main.pdf","2","2","metadata_in_db","0.9"
"153","Maximizing wheat straw utilization: An integrated, near-zero-waste sequential biorefining approach","academic_paper","local_file","pdf","zaozhi/1-s2.0-S0961953425008979-main.pdf","2","2","metadata_in_db","0.9"
"154","Simultaneous enzymatic hydrolysis and bioconversion of deacetylated and disk refined sugarcane bagasse to single-cell protein: An experimental investigation and techno-economic analysis","academic_paper","local_file","pdf","zaozhi/1-s2.0-S1369703X25000646-main.pdf","2","2","metadata_in_db","0.9"
"155","Exploring exopolysaccharide production from sugarcane bagasse: Mechanisms and processes involving Leuconostoc mesenteroides","academic_paper","local_file","pdf","zaozhi/1-s2.0-S1385894725049903-main.pdf","2","2","metadata_in_db","0.9"
"156","Costing models for capacity optimization in Industry 4.0: Trade-off between used capacity and operational efficiency","academic_paper","local_file","pdf","zaozhi/1-s2.0-S2351978919303488-main.pdf","1","1","metadata_in_db","0.9"
"157","Agro-industrial waste valorization through solid-state fermentation by Lentinula edodes for high-protein and β-glucans flour development for human diet: Chemical characterization, drying kinetics evaluation, and bioaccessibility","academic_paper","local_file","pdf","zaozhi/1-s2.0-S2589014X25002361-main.pdf","2","2","metadata_in_db","0.9"
"158","Techno-economic evaluation of multiple product scenarios from pineapple leaf waste in integrated biorefinery","academic_paper","local_file","pdf","zaozhi/1-s2.0-S2589014X25003044-main.pdf","2","2","metadata_in_db","0.9"
"159","Sustainable lactic acid production: Optimization yield from sugarcane and beet molasses through fermentation","academic_paper","local_file","pdf","zaozhi/1-s2.0-S2590123025012368-main.pdf","2","2","metadata_in_db","0.9"
"160","Advances in safe processing of sugarcane and bagasse for the generation of biofuels and bioactive compounds","academic_paper","local_file","pdf","zaozhi/1-s2.0-S266615432300056X-main.pdf","2","2","metadata_in_db","0.9"
"161","2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台","academic_paper","local_file","word","zaozhi/2025-12-12甘蔗渣生物炼制与高值化利用场景验证平台.docx","1","2","exact_title|fuzzy_title","0.9"
"162","2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台","academic_paper","local_file","word","zaozhi/2025-12-15甘蔗渣生物炼制与高值化利用场景验证平台.docx","1","2","exact_title|fuzzy_title","0.9"
"163","Transparent Wood Fabrication and Applications: A Review","academic_paper","local_file","pdf","zaozhi/2025-Transparent wood.pdf","2","2","metadata_in_db","0.9"
"164","Enzyme Technology in the Food Industry: Molecular Mechanisms, Applications, and Sustainable Innovations","academic_paper","local_file","pdf","zaozhi/2025-enzyme-food.pdf","2","2","metadata_in_db","0.9"
"165","From black to green - A critical review of thermochemical valorization of black liquor","academic_paper","local_file","pdf","zaozhi/2025-ligini.pdf","2","2","metadata_in_db","0.9"
"166","A mini-review on lignin isolation and modification based on sorbent materials with porous nature as demulsifier for oil/water separations","academic_paper","local_file","pdf","zaozhi/2025-lignin-oiland water separate.pdf","2","2","metadata_in_db","0.9"
"167","Recent advances in generation of bioproducts from lignin: a comprehensive review","academic_paper","local_file","pdf","zaozhi/2025-lignin2.pdf","2","2","metadata_in_db","0.9"
"168","AlphaGEM Enables Precise Genome-Scale Metabolic Modelling by Integrating Protein Structure Alignment with deep-learning-based Dark Metabolism Mining","academic_paper","local_file","pdf","zaozhi/2025.07.21.665674v1.full.pdf","1","1","metadata_in_db","0.9"
"169","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","academic_paper","local_file","pdf","zaozhi/2025_ Orange peel composition-mono.pdf","1","1","metadata_in_db","0.9"
"170","橙皮成分、生物聚合物提取及其在造纸与包装领域的应用：综述","academic_paper","local_file","pdf","zaozhi/2025_ Orange peel composition-mono.pdf","3","3","metadata_in_db","0.9"
"171","Chimeric enzymes in the pulp and paper making industry: Current developments","academic_paper","local_file","pdf","zaozhi/2025_Chimeric enzymes.pdf","3","3","metadata_in_db|pdf_title","0.9"
"172","Decarbonization pathways for the pulp and paper industry: A comprehensive review","academic_paper","local_file","pdf","zaozhi/2025_Decarbonization pathways.pdf","2","2","metadata_in_db","0.9"
"173","Preparation and applications of nanoparticles from lignocellulosic biomass: A review","academic_paper","local_file","pdf","zaozhi/2025_lignocellulosic biomass.pdf","2","2","metadata_in_db","0.9"
"174","Impact of oxyhydrogen-enriched, nano-doped microalgae biodiesel on diesel engine performance, emissions, and thermo-exergetic sustainability","academic_paper","local_file","pdf","zaozhi/2025_microalgae biodiesel.pdf","2","2","metadata_in_db","0.9"
"175","Use of industrial pulp and paper waste as agricultural inputs: A systematic literature review","academic_paper","local_file","pdf","zaozhi/2025_waste.pdf","2","2","metadata_in_db","0.9"
"176","高效低能耗发酵生产细菌纤维素技术","academic_paper","local_file","pdf","zaozhi/BC.pdf","1","1","metadata_in_db","0.9"
"177","CN201410834523.6_一种2,5-呋喃二甲酸的制备方法","patent","local_file","pdf","zaozhi/CN201410834523.6_一种2,5-呋喃二甲酸的制备方法.pdf","1","22","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"178","CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法","patent","local_file","pdf","zaozhi/CN201410834527.4_一种催化体系可循环使用的2,5-呋喃二甲醛的制备方法.pdf","1","12","exact_title|fuzzy_title_low","0.9"
"179","CN201410834559.4_一种2,5-呋喃二甲醛的制备方法","patent","local_file","pdf","zaozhi/CN201410834559.4_一种2,5-呋喃二甲醛的制备方法.pdf","1","21","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"180","CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法","patent","local_file","pdf","zaozhi/CN201510616697.X_一种由生物质衍生物5-HMF或糠醛制备长链烷烃的方法.pdf","1","5","exact_title|fuzzy_title_low","0.9"
"181","CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法","patent","local_file","pdf","zaozhi/CN201610040983.0_合成奈妥吡坦中间体杂质2-(3,5-双三氟甲基苯基)丙酸的方法.pdf","1","3","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"182","CN201610101663.1_一种奈妥吡坦中间体的合成方法","patent","local_file","pdf","zaozhi/CN201610101663.1_一种奈妥吡坦中间体的合成方法.pdf","1","6","exact_title|fuzzy_title_low","0.9"
"183","CN201610101681.X_一种药物中间体的合成方法","patent","local_file","pdf","zaozhi/CN201610101681.X_一种药物中间体的合成方法.pdf","1","4","exact_title|fuzzy_title_low","0.9"
"184","CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法","patent","local_file","pdf","zaozhi/CN201610101682.4_一种奈妥吡坦中间体2-(3,5-双三氟甲基苯基)-2-甲基丙酸的合成方法.pdf","1","3","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"185","CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法","patent","local_file","pdf","zaozhi/CN201610326841.0_一种由糖制备5-羟甲基糠醛的方法.pdf","1","17","exact_title|fuzzy_title|fuzzy_title_low","0.9"
"186","CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法","patent","local_file","pdf","zaozhi/CN201611079757.X_一种利用乙酰丙酸制备吡咯烷酮的方法.pdf","1","7","exact_title|fuzzy_title_low","0.9"
"187","CN201611116066.2_一种γ‑己内酯的制备方法","patent","local_file","pdf","zaozhi/CN201611116066.2_一种γ‑己内酯的制备方法.pdf","1","18","exact_title|fuzzy_title_low","0.9"
"188","CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法","patent","local_file","pdf","zaozhi/CN201611131088.6_一种由γ‑戊内酯制备戊酸及戊酸酯的方法.pdf","1","13","exact_title|fuzzy_title|fuzzy_title_low","0.9"
